name,sub_name,score,price,labels,introduction,address
十二味麻辣小當家,Charlie's Chili Kitchen,4,$101-200,川菜 (四川)/中菜館,,銅鑼灣謝斐道379-389號特麗樓地下6-7號舖
金公館,Jin Gong Guan,4,$201-400,川菜 (四川)/中菜館/少鹽少糖食店,,太古康山道1-2號康怡廣場3樓T4號舖
老鍋台式火鍋,Taiwanese Hot Pot,4,$201-400,台灣菜/火鍋,"「老鍋台式火鍋」由30年台灣經驗廚師主理，首創美人鍋 ，賣點在於新鮮湯料及食材的天然味道，所用的醬料精髓在於提鮮而不影響原有風味。 老鍋有四款精選湯底: 「麻辣鍋」 配以多種香料及藥材, 誠意用心調制湯頭, 加入鴨血及凍豆腐, 口味道地而不膩 「美人鍋」~ 女仕養顏至寶 ~ 桃膠 (含豐富膠原蛋白), 原隻烏雞(滋陰,補虛勞), 配以杞子、南棗及金華火腿,老火肴制湯底 「養生鍋」 精選中外食材,配以多款名貴藥材及人參, 以火腿、老雞及豬肉精心肴制而成 「酸菜白肉鍋」 秘方醃制東方大白菜, 極品豬王花腩, 配上QQ寬粉條, 風味獨特, 酸香醒胃。",銅鑼灣軒尼詩道525號澳門逸園中心3樓
南小館,The Dining Room,3.5,$101-200,滬菜 (上海)/點心/雲吞/餃子/中式包點/中菜館,以摩登上海為基調，配上白色明朗的主調，帶出簡約又透逸着現代中式氣質的用餐空間，拼砌出新上海人、新上海菜的品牌形象。半開放式上海冷菜和點心廚房是南小館的中心亮點，讓你可窺探一下南小館精心巧手的冷菜和點心的製作過程。每一搓、每一揉都讓你感受着一抹上海的純粹。我們的上海大廚團隊在謹守上海菜傳統精髓之時，也引入獨有的特色元素，將南小館上海點心和主食成爲你窩心之選。,銅鑼灣軒尼詩道500號希慎廣場12樓1201號舖
渝酸辣粉,Yu,3.5,$51-100,川菜 (四川)/粉麵/米線/雲吞/餃子/中菜館,餐廳除了提供酸辣粉外，亦加了香港少見的街頭麵食，例如燃燒麵，擔擔麵及碎紹麵，還有自創的四川風味甜品。,銅鑼灣耀華街4號
阿詩瑪壹菌,Ashima Yunnan Restaurant,4,$101-200,滇菜 (雲南)/中菜館/咪嘥嘢食店/少鹽少糖食店,主打雲南菜的餐廳，裝潢古色古香。供應一系列雲南菜如陳醋排骨、水煮牛及麻婆豆腐，較有特色的有滇池川菜魚及山珍腐皮卷等。,太古太古城道18號太古城中心二期地下003-004號舖
喵一下,Garden Meow,4,$51-100,台灣菜/台式飲品/咖啡店,台日懷舊Cafe。飲品賣相特別，亦供應台灣手工啤酒。食物方面則以定食為主。,中環鴨巴甸街35號元創方B座Hollywood地下HG01-HG05號舖
上海弄堂菜肉餛飩,Shanghai Lane,3.5,$51-100,滬菜 (上海)/無肉餐單/中菜館/咪嘥嘢食店,「弄堂」是上海話小巷之意。店取此名意謂住家小菜、小店風味和地方細小。主廚胡太年逾六十，入廚四十多年，最拿手上海家常菜，全店是女兒班。招牌菜有菜肉餛飩、烤麩、紅燒肉、八寶辣醬和燻魚。,天后電氣道63-81號發昌大廈地下A號舖
陸羽茶室,Luk Yu Tea House,3.5,$201-400,粵菜 (廣東)/點心/中菜館/酒樓,"陸羽茶室於1933年首先在永吉街開業，至上世紀七十年代搬往現址士丹利街；供應茶盅焗茶，以酸枝椅和字畫作裝飾，較有典雅有氣派，充滿懷舊味道,茶室提供多款別具特色的中式點心,部份更是坊間少見的。",中環士丹利街24號地下至3樓
料理農務,Sohofama,3.5,$201-400,粵菜 (廣東)/湯品/點心/有機食品/中菜館,使用無化學成份及本地食材，提供的中式健康小菜及專業中醫師設計的湯水，確保食客能享用最新鮮及無添加的美味小菜。,中環鴨巴甸街35號PMQ元創方A座Staunton地下G09-G14號
鳳城酒家,Fung Shing Restaurant,3.5,$101-200,粵菜 (廣東)/順德菜/點心/酒樓,,北角渣華道62-68號高發大廈地下及1樓
阿爺燒鵝餐室,Grandpa Roast Goose Restaurant,4,$51-100,粵菜 (廣東)/燒臘/茶餐廳/冰室,,西灣河筲箕灣道147號地下2號舖
鳳城酒家,Fung Shing Restaurant,4,$101-200,粵菜 (廣東)/順德菜/點心/酒樓,,上環干諾道西21-24號海景商業大厦地舖
滿福樓,Dynasty Restaurant,4,$401-800,粵菜 (廣東)/大閘蟹/中式包點/中式糖水/中菜館/酒店餐廳,萬麗海景旅店開設的這間滿福樓，裝飾新穎，滿福樓尤其具有海港景緻，不過滿福樓特出者是它經常供應懷舊式香港濃味食品。一般高級餐廳遵奉時下衛生原則，講究清淡，大都減少未必有益的醒胃菜餚，滿福樓似乎有時注重口味，未去趨勢。,灣仔港灣道1號香港萬麗海景酒店3樓
Foxglove,,4,$201-400,粵菜 (廣東)/點心/酒吧,,中環都爹利街6號印刷行2樓
留家廚房,Kin's Kitchen,4,$201-400,粵菜 (廣東)/海鮮/中菜館,曾於2011年獲米芝蓮一星殊榮。,灣仔軒尼詩道314-324號 W Square 5樓全層
倫哥火鍋私房菜,,4,$201-400,粵菜 (廣東)/港式/火鍋/海鮮/私房菜/名人店,藝人杜大偉開設的火鍋店。雞煲、火鍋一應俱全。海鮮拼盤、刺身拼盤等食材新鮮而且份量十足。,西環山道54-66號地下
太平飯店,Tai Ping Kitchen,4,$101-200,潮州菜/粵菜 (廣東)/粉麵/米線/粥品/中菜館,,北角渣華道124號地下D舖
鼎爺私房菜,Ding's Kitchen,4,$801以上,粵菜 (廣東)/私房菜/名人店,由香港著名藝員李家鼎（鼎爺）擔任總廚的粵菜餐廳「鼎爺私房菜」，不時在場親自烹調。秉承傳統粵菜「不時不食」的精神，將傳統古法粵菜以講究手法重新演繹，並加入新派元素，呈現出經典菜式的獨特風味。,銅鑼灣登龍街18號V Point 21樓
隨變火鍋,As You Like Restaurant,4.5,$201-400,粵菜 (廣東)/港式/川菜 (四川)/火鍋/雞煲,隨變火鍋提供的雞煲有濕乾兩種鍋底，香料都是從四川重慶運來，味道正宗。,銅鑼灣登龍街18號V Point 23樓
貴德宮私房素宴,Veggie Palace,4,$201-400,粵菜 (廣東)/港式/素食/私房菜,貴德宫為少有以fusion素菜為主題的私房菜，合東洋小吃、西洋美食、南方廚藝、北方風味於一身。,灣仔克街6號廣生行大廈B座閣樓3號舖
太湖海鮮城,Tai Woo Seafood Restaurant,3.5,$101-200,粵菜 (廣東)/海鮮/點心/中菜館/海鮮酒家/少鹽少糖食店,屹立銅鑼灣多年，不斷有創新菜式推出，曾贏取多個美食獎項。,銅鑼灣駱克道463-483號銅鑼灣廣場二期9樓
越華會海鮮館,Yuet Wah Wui Seafood Restaurant,3.5,$101-200,粵菜 (廣東)/海鮮/點心/中菜館/海鮮酒家/名人店,越華會的老闆之一是藝人歐陽震華。樓高兩層，設有VIP房，方便希望有私隱度的食客。多款招牌拿手海鮮、小炒，鑊氣十足。,銅鑼灣駱克道447-449號中威商業大廈2-3樓
竹串日本料理,,4,$201-400,日本菜/壽司/刺身/串燒/居酒屋,,銅鑼灣登龍街28號永光中心15樓
千賀水產の鮮鍋道場,Ten Million Seafood & Hot Pot Restaurant,4,$201-400,日本菜/火鍋/日式放題,,銅鑼灣霎東街33號智選假日酒店3樓
定食 Doraya,Japanese Restaurant Doraya,3.5,$101-200,日本菜/壽司/刺身,此店以日本定食為主，其中以吞拿魚做的菜式最為馳名。,銅鑼灣駱克道451地下
麵鮮醬油房周月,Shugetsu,3.5,$51-100,日本菜/拉麵,來自日本愛媛縣的拉麵店，主打沾麵，拉麵每天自家製作，湯頭則以特別調製的醬油、沙丁魚、鯖花魚、海帶等，長時間慢火烹煮而成。,中環歌賦街5號地舖
尚鮮日式燒肉漁市場,Sashi Japanese Yakiniku Restaurant,4,$201-400,日本菜/自助餐/串燒/日式放題,,銅鑼灣謝斐道496號金利文廣場3樓
信州日本料理,Shin Shu Japanese,4,$201-400,日本菜/壽司/刺身/廚師發辦,,西環堅尼地城爹核士街1號裕福大厦地下5號舖
Jan Jan 串揚專門店,Jan Jan Kushikatsu,4,$201-400,日本菜/串燒/居酒屋,餐廳總店來自大阪，是當地人氣串揚連鎖專門店，主打的串揚(Kushikatsu)是香港較少見的，kushi指串燒，katsu指吉列，招牌菜有牛串揚、海老串揚、雞胸肉紫蘇卷串揚及香港限定的咖喱飯串揚。,灣仔皇后大道東100號2樓
鐵板燒雪舟,Teppanyaki Sessyu,4.5,$401-800,日本菜/鐵板燒/壽司/刺身,,銅鑼灣開平道1號Cubus 8樓
金蘭花泰國餐廳,Sawali Club,4,$101-200,泰國菜,,銅鑼灣怡和街22號3樓
霸嗎拉麵,Ramen Bari-Uma,4,$51-100,日本菜/拉麵,源自廣島的人氣拉麵連鎖店，店名解作「非常好吃」，以濃厚豚骨湯配上店內自家製麵條。主打款式有炙燒豚肉味玉拉麵及雞白湯拉麵，亦有羽根餃子、炸雞及石燒飯等小吃。,中環德己立街22號地舖
古今Premium,Kokon Premium,4.5,$201-400,日本菜/火鍋/拉麵/壽司/刺身/居酒屋,日式fusion 居酒屋，提供多款充滿創意、色彩繽紛的卷物，推介A4和牛卷、倫敦橋、紅粉佳人。,銅鑼灣軒尼詩道525號澳門逸園中心21樓
鳴越越式料理,Ming Viet Vietnamese Cuisine,4,$51-100,越南菜/粉麵/米線,,中環德輔道中144-148號安泰大廈地庫
餃餃餃子,Chao Chao Gyoza,3.5,$51-100,日本菜/雲吞/餃子,,灣仔廈門街31號地下
炑八韓烤,MeokBang Korean BBQ & BAR,3.5,$201-400,韓國菜/烤肉/韓燒,,銅鑼灣軒尼詩道502號黃金廣場6樓
Asiri,,4,$101-200,日本菜/咖啡店,日本夫婦開設的日式家庭風格小店，日系淺木色調的裝修，簡單舒服。餐廳主打北海道風味及地道美食，特別推介北海道名物—湯咖哩。,鰂魚涌海光街11號地舖
Aqua,,3.5,$401-800,日本菜/意大利菜/海鮮/壽司/刺身/Fine Dining,飽覽維港景色，位於高層閣樓，Aqua是一間別具風格的時尚餐廳，Aqua Roma(Italian)提供意大利菜式，而Aqua Tokyo(Japanese)提供日本菜，讓客人享受不同口味的菜式。,尖沙咀北京道1號29樓
LAB EAT Restaurant & Bar,,4,$201-400,西式/海鮮/酒吧/蠔吧,,旺角彌敦道700號T.O.P. This is Our Place 5樓502號舖
Coffee Jobs,,3.5,$101-200,西式/咖啡店/主題餐廳,,旺角廣華街3號百利達廣場地下3號舖
Ulyssa by Aldou,,4,$101-200,西式/咖啡店,,荔枝角長沙灣道883號億利工業中心2樓203室
Oui Oui Bistro,,4,$201-400,法國菜/多國菜/All Day Breakfast,由法國藍帶大廚主理，保留法國菜的精緻和用心，而價錢比一般法國菜餐廳更大眾化。環境浪漫有情調。,長沙灣福榮街512-518號依時大廈地下A舖
Mini Club,,4,$201-400,西式/酒/海鮮/酒吧/蠔吧,將酒吧及餐廳融為一體的Mini Club，8時半前Happy Hour全單85折是一大賣點。,尖沙咀山林道29-31號地下A舖
The Live House,,3.5,$101-200,西式/酒/酒吧,一間集Fine Dining、Live Music、酒吧於一身的音樂主題餐廳，店內置有專業燈光舞台，伴隨享受美酒佳餚，讓顧客有味覺聽覺視覺的多重享受。,旺角彌敦道731號地庫
牧羊少年咖啡．茶．酒館,The Alchemist Cafe Bistro,3.5,$101-200,西式/咖啡店,一家以旅遊作為主題的cafe，大受旅遊愛好者歡迎。牧羊少年咖啡．茶．酒館會定時舉辦文化活動，致力推動本地文化。,太子白楊街27-29號嘉安大廈地下1號舖
意粉狂熱,Pastaholic,4,$101-200,意大利菜/薄餅,將多國菜系特色融入意大利粉當中，口味選擇非常多，特別推介和風雜菌照燒雞蛋黃醬意粉。特設一人薄餅，方便獨享。,旺角彌敦道639號雅蘭中心2樓208號舖
BriKetenia,,4,$201-400,法國菜,來自法國西南部的米芝蓮一星餐廳BriKetenia在港的首家分店，提供糅合傳統及新派的法國菜。,觀塘成業街10號電訊一代廣場1樓B1號舖
EXP,,3.5,$101-200,西式/多國菜/薄餅/日式西餐,EXP提供麵，薄餅，意大利粉，意大利飯及鮮榨果汁等，注入新穎創意元素。,九龍塘達之路80號又一城UG層23號舖
Plato Cafe & Bistro,,4,$101-200,意大利菜/西式/甜品/糖水/All Day Breakfast/咖啡店,位於油麻地的樓上Cafe，以休閒美式風格為主題。菜式以歐陸西餐為主，招牌菜包括德國脆皮咸豬手、黑松露牛面頰肉意大利飯、安格斯肉眼牛扒及水牛城雞翼等。,佐敦吳松街186-188號地舖
Mini Club,,4,$201-400,西式/酒/海鮮/酒吧/蠔吧,樓上酒吧，裝修富有情調。提供多款西餐，海鮮拼盤和生蠔都是食家推介。,旺角太平道6號B地舖
White Button Cafe & Dessert,,3.5,$101-200,西式/甜品/糖水/All Day Breakfast/咖啡店/樓上cafe,得意甜品Cafe，多款招牌甜品造型吸睛，例如以獎杯奉上的雪糕杯「最佳損友」，驚喜十足之餘，亦貼合相機先食風潮。,尖沙咀亞士厘道23號雅士利中心12樓
Espresso Alchemy,,4.5,$101-200,西式/All Day Breakfast/咖啡店,,尖沙咀彌敦道132號美麗華商場B1層B116號舖
高佬重慶酸辣粉,Sour & Spicy Noodle,3,$50以下,川菜 (四川)/粉麵/米線,,東涌富東邨富東廣場地下
芙蓉德,,,$50以下,川菜 (四川),,東涌逸東街8號逸東邨逸東街市地下89號舖
到此一遊,,3,$50以下,台灣菜/小食店,,長洲大新後街103號地下
成都老碼頭火鍋,Cheng Du Old Pier Hot Pot,4,$201-400,川菜 (四川)/火鍋/酒樓,嗜辣之士不容錯過！在內地有多間分店的「成都老碼頭火鍋」登陸旺角，湯底香油、調味料、辣椒、耗兒魚等均從內地運來，湯底辣得過癮，配上瘋狂辣牛肉，風味十足。,旺角塘尾道61號地舖
捌壹壹,811 Sichuan Cuisine,4,$101-200,川菜 (四川)/火鍋/雞煲,,旺角奶路臣街33號地下F號舖
鳳凰茶苑,Phoenix Tea,4.5,$51-100,閩菜 (福建)/茶館,,尖沙咀加連威老道77號開麟中心2樓
牛牛台式鴛鴦火鍋,Cow Cow Taiwanese HotPot,4,$101-200,台灣菜/火鍋,,旺角彌敦道593-601號創興廣場15樓
雲南啊老表黑山羊湯鍋米綫,,4,$50以下,滇菜 (雲南)/粉麵/米線,主打羊肉米線，湯底清甜，散發淡淡的羊肉香。還有供應拍青瓜及口水雞等多款小食。,佐敦上海街35號地舖
鐵牛台灣牛肉麵,Iron Cow Taiwanese Beef Noodles,4,$51-100,台灣菜/粉麵/米線,,尖沙咀金巴利道25號長利商業大廈地庫
龍鳳號,Longfenghao,3.5,$51-100,台灣菜/台式飲品/粉麵/米線,餐廳提供多款台灣街頭美食，如魯肉飯、炸雞腿、仙草凍及黑糖刨冰等。大部分食材均來自台灣，務求做出正宗台式風味。,觀塘駿業街56號中海日升中心2樓2B號舖
楚撚記大排檔,ChorLand Cookfood Stall,4,$101-200,粵菜 (廣東)/大牌檔,位於土瓜灣的新派大排檔， 以新潮食材加入傳統大排檔小炒，必試煎黑松露蓮藕墨魚餅及黃金栗米。,"土瓜灣馬頭圍道187號地下2,4號舖"
新斗記,Xin Dau Ji,3.5,$201-400,粵菜 (廣東)/燒臘/中菜館,,佐敦長樂街18號18號廣場地下及1樓
高流灣海鮮火鍋酒家,Ko Lau Wan Seafood Hot Pot Restaurant,4,$201-400,粵菜 (廣東)/火鍋/中菜館/酒樓,"高流灣海鮮火鍋酒家是一間提供中式火鍋和港式美食的酒家。 下午10時至凌晨3時為該店的特價時段。酒家以海鮮為主打, 手切牛肉也是招牌菜之一,總括而高,酒家勝在用料新鮮味足。",尖沙咀山林道21-23號1樓
鳳城酒家,Fung Shing Restaurant,3.5,$101-200,粵菜 (廣東)/順德菜/點心/蒸氣火鍋/酒樓,,紅磡黃埔天地美食坊(第8期) 2樓
樂天經典,Paradise Classic,4.5,$101-200,粵菜 (廣東)/新加坡菜/海鮮,,尖沙咀加拿芬道20號加拿芬廣場2樓
百樂潮州酒樓,Pak Loh Chiu Chow Restaurant,4,$401-800,潮州菜/海鮮/點心/中菜館/酒樓,,旺角太子道西193號MOKO新世紀廣場5樓523號舖
私房御約,,4,$101-200,粵菜 (廣東)/海鮮/蒸氣火鍋,,油麻地文苑街34號文耀樓地下
潮味苑,,4,$101-200,潮州菜/中菜館,,深水埗長沙灣道254-258號亞洲大廈地下A舖
彩福皇宴,Choi Fook Royal Banquet,4,$101-200,粵菜 (廣東)/海鮮/點心/酒樓/咪嘥嘢食店,,紅磡都會道6-10號置富都會8樓858號舖
泉章居,Chuen Cheung Kui,3.5,$101-200,客家菜/中菜館,客家菜為主，粵菜為副，旺角總店己有超過30年歷史。招牌菜是鹽焗雞。,旺角奶路臣街33號依利大廈2樓及地下E號舖
倫哥尊尚火鍋私房菜,,4.5,$201-400,粵菜 (廣東)/港式/火鍋/海鮮/私房菜/名人店,藝人杜大偉開設的火鍋店。雞煲、火鍋一應俱全。海鮮拼盤、刺身拼盤等食材新鮮而且份量十足。,佐敦佐敦道26號E2樓全層
唐閣,T'ang Court,4,$401-800,粵菜 (廣東)/海鮮/山珍海味/點心/酒店餐廳,唐閣在古典奢華的氛圍中為客人提供正宗粵菜。餐廳由中餐行政總廚鄺偉強師傅掌舵超過20年，團隊在他的帶領下屢獲殊榮。,尖沙咀北京道8號香港朗廷酒店1樓及2樓
囍慶藝廚酒家,Happiness Cuisine,4,$101-200,粵菜 (廣東)/點心/中菜館/酒樓/咪嘥嘢食店,,土瓜灣馬頭圍道209號海悅廣場2樓
新斗記,Xin Dau Ji,4,$201-400,粵菜 (廣東)/燒臘/中菜館,,尖沙咀亞士厘道29-39號九龍中心3樓
八月花,Jasmine,3.5,$101-200,粵菜 (廣東)/中菜館,,旺角亞皆老街8號朗豪坊3樓35號舖
武士拉麵,Samurai Ramen,4,$51-100,日本菜/拉麵,武士拉麵的魚介湯底由六款不同類型的魚乾熬製，再加入雞骨及蔬菜等材料煮十多小時而成。製法依足日本本店，味道夠地道。,尖沙咀柯士甸路15號柯士甸大廈B座地下
浜滝,Hamataki,4,$201-400,日本菜/拉麵/串燒/居酒屋,日本風味的居酒屋，主打各款火石拉麵、炸物及燒物，配上啤酒，是一個與朋友相聚的好地方。,九龍城福佬村道59號地下A舖
九重鮮,,4,$101-200,韓國菜/火鍋/海鮮/粥品/蒸氣火鍋,韓式海鮮蒸氣火鍋專門店，海鮮塔選用新鮮食材，如原隻沙巴肉蟹。,紅磡黃埔天地聚寶坊(第11期)地下G26號舖
秋田浜燒食堂,Akita Hamayaki,4.5,$101-200,日本菜/海鮮/爐端燒/壽司/刺身,浜燒指將海鮮在岸邊即捕即燒，這間餐廳提供日本新鮮運到的不同海鮮，讓食客感受日式浜燒滋味。,尖沙咀天文臺圍8號地下
道頓堀御好燒專門店,Okonomiyaki Dohtonbori Restaurant,4,$101-200,日本菜/鐵板燒,來自日本的大阪燒專門店，客人可親身體驗製作各款大阪燒。,尖沙咀河內道18號K11購物藝術館2樓210號舖
